mol_id_A,core,chains_A,mol_id_B,chains_B
12,Oc1ccc([*:1])c([*:2])c1,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1,3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1
4,Oc1ccc([*:1])c([*:2])c1,COc1ccc2nccc(N[*:2])c2c1.C[*:1],3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],7,C[*:1].c1ccc2c([*:2])ccnc2c1
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],6,C[*:1].c1cncc(-c2ccc3nccc([*:2])c3c2)c1
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:2])c2c1
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:2])c2c1
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],4,COc1ccc2nccc([*:2])c2c1.C[*:1]
11,Oc1ccc([*:1])c(N[*:2])c1,CS(=O)(=O)c1ccc2nccc([*:2])c2c1.C[*:1],3,C[*:1].FC(F)(F)c1ccc2nccc([*:2])c2c1
7,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1ccc2c([*:2])ccnc2c1,6,C[*:1].c1cncc(-c2ccc3nccc([*:2])c3c2)c1
7,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1ccc2c([*:2])ccnc2c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:2])c2c1
7,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1ccc2c([*:2])ccnc2c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:2])c2c1
7,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1ccc2c([*:2])ccnc2c1,4,COc1ccc2nccc([*:2])c2c1.C[*:1]
7,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1ccc2c([*:2])ccnc2c1,3,C[*:1].FC(F)(F)c1ccc2nccc([*:2])c2c1
6,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1cncc(-c2ccc3nccc([*:2])c3c2)c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:2])c2c1
6,Oc1ccc([*:1])c(N[*:2])c1,C[*:1].c1cncc(-c2ccc3nccc([*:2])c3c2)c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:2])c2c1
